number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
7,75.66215714,48.34190615,51.93476334,32.23369614,1.654452917,1.66334338,161.0433,13.36314,56.63782178,46.10670106,769.6714286,1015.133077,723.8642185,950.6916953,1.881601203,1.068902287,810.6,684.3846154,286.8924523,337.6942678,164.0,110.0,141.0867396,86.75948113,1.827421561,1.724639786,205,26.93846154,74.1003181,76.22486976,3640.204143,2667.231,1153.684198,61.00430849,1.610161476,1.095603361,8958.571,1791.230538,2864.46202,3529.363623,70.73571429,109.5185385,34.07941503,78.37099496,1.504158192,0.878645357,151.53,76.58192308,61.82371409,51.83463489,21.50885714,7.825692308,7.459436476,1.388477789,1.100122692,1.445195467,104.778,3.111230769,34.26465137,18.09059,118.86094,97.19892769,25.65478078,1.248807442,1.354654202,0.715123857,399.97342,79.98568769,132.9739713,157.6412663,2.428571429,2.1,2.339861626,2.075225034,1.905420043,1.481413375,2,1.0,0.728431359,0.389279413
3,79.53263953,87.89122733,66.76259131,82.07831005,0.961068005,0.609517586,91.7284614,66.30709268,38.62357103,24.52217738,649.6666667,658.375,647.3356733,657.4535332,1.095066732,0.723592533,131.0,425.55,54.38047035,33.97740977,153.6666667,181.375,150.1890949,178.5069559,1.075601838,0.597969204,80,133.75,33.22983933,29.57590869,6193.333333,7678.75,5530.367449,7271.864185,1.004227682,0.53952705,5870.0,6090.0,2523.150588,1926.456835,80.13333333,84.8,74.85058966,82.58254755,1.037467295,0.66866744,64.8,60.2,26.97620351,16.91035186,14.83333333,22.3125,12.61456282,20.20278875,0.939036388,0.389782297,19.8,19.225,8.595476847,7.827425742,118.6666667,78.25,94.73536694,66.67118174,0.874587641,0.947852128,181.0,32.125,82.43111602,59.39854796,4.0,4.625,3.914867641,4.561683598,1.077556327,0.614243973,2,3.375,0.816496581,0.695970545
4,93.5306,56.50290769,68.45176101,36.5018478,1.168103274,1.334656273,141.2506,12.51216923,56.7636543,51.77436164,788.7,1001.992308,735.1580158,935.0343257,1.312718313,0.886967967,810.6,661.3461538,314.899087,344.2864203,169.75,116.1538462,142.3217976,90.33917611,1.251867753,1.347650104,205,21.0,81.18920803,81.39064977,5093.10725,3216.231,771.9378824,69.31121832,1.032270777,0.9004626,8958.571,2066.922846,3580.102554,3857.430106,82.3375,110.7384615,60.72149283,89.96291576,1.1640132,0.802321609,127.05,74.35384615,51.12571974,47.21664127,7.8305,5.142615385,3.905517285,1.323512516,1.112781355,1.026164959,12.878,2.903538462,4.753744918,5.542635995,107.256645,95.93738923,6.773607686,1.060192697,0.292895083,0.182477992,399.97342,92.29338,169.1368153,166.6680788,2.25,2.076923077,2.213363839,2.063362233,1.368922361,1.201823024,1,0.846153846,0.433012702,0.266469355
3,128.4830607,16.72505017,68.34419853,10.28090312,0.787805498,0.790326632,181.217818,8.206804522,84.49463206,36.1770204,825.9,892.8580435,823.9293806,892.37203,1.096220311,0.166432121,139.7,857.9395652,57.19516297,28.00642629,161.6666667,115.2978261,157.3436426,114.5467649,1.073450354,0.269703158,76,106.7282609,35.14098588,15.46877625,15152.66667,2684.978261,9573.784256,2054.37635,0.834360517,0.713459379,20742.0,1718.543478,9429.62853,3926.424322,41.7,2.329565217,13.7195912,1.669504105,0.445678734,0.886713313,106.1,1.200869565,46.97282903,5.698092342,23.98333333,9.034782609,20.11010111,8.456371431,0.963670256,0.466952124,25.05,7.536956522,11.36664223,5.088893165,108.3333333,183.9108696,92.57733975,179.1992866,0.949098325,0.067648703,142.0,181.55,59.90177144,28.61549237,5.0,2.215217391,4.37951914,2.111249655,0.990835386,0.422653314,5,1.9,2.160246899,1.010481459
2,53.3855,67.577,32.20906022,46.34634057,0.327829777,0.208196735,85.149,60.36966667,42.5745,40.13962354,742.5,723.2666667,740.2546589,721.287961,0.690124678,0.658308422,115.4,189.8,57.7,54.4000817,138.5,155.6666667,128.5690476,146.4453158,0.622325882,0.480806597,103,97.66666667,51.5,48.55466564,6370.0,7673.333333,5028.797073,6382.249512,0.490676352,0.339907265,7820.0,6033.333333,3910.0,3686.383353,50.8,58.33333333,45.49593388,53.35974466,0.590633135,0.441560147,45.2,39.53333333,22.6,21.30748434,43.0,40.66666667,42.42640687,40.165977,0.679837621,0.676798825,14.0,7.333333333,7.0,6.599663291,83.0,101.6666667,61.26173357,80.50035364,0.444039161,0.299110908,112.0,83.66666667,56.0,52.79730633,4.5,5.0,4.242640687,4.762203156,0.636514168,0.500402424,3,3.0,1.5,1.414213562
7,91.77460046,82.52817352,60.41301578,61.77110485,1.600011893,1.5970495,192.981,29.3427871,77.07615092,63.96647445,899.2285714,798.4903226,828.2327732,749.7820434,1.858499592,1.843495945,1131.0,179.6239631,395.6450888,327.4296595,135.0,150.7004608,115.4577312,135.3161863,1.822640124,1.632242279,177,37.07834101,62.42710034,55.86923219,4894.732143,5108.467336,516.5871924,1206.335893,1.412589044,1.29816543,11338.571,2477.28765,4569.091589,4082.252546,104.5142857,89.03548387,46.67629194,37.7409391,1.455742117,1.457173426,325.63,32.43870968,104.7311704,88.04477413,6.541714286,8.495023041,3.089370893,5.236148456,1.608470178,1.40407618,12.878,3.601751152,4.639322663,4.346748721,96.86489714,156.3917166,6.653499299,22.44482026,1.030635153,0.793945998,399.97342,110.5969083,139.813316,165.6349597,2.571428571,2.437788018,2.279704562,2.224473714,1.827174844,1.744949802,4,0.658986175,1.293626448,1.16676349
5,85.09708,49.18908571,67.63969127,33.36143117,1.442079854,1.591757412,141.2506,5.297857143,46.27414309,43.54582536,782.32,1028.378571,743.1563211,966.8796868,1.553924258,0.941016959,764.1,707.9,275.0034283,333.6411464,164.6,108.7857143,144.5991885,85.83539946,1.512348447,1.559708842,185,18.57142857,66.02605546,74.01561473,6372.4858,3104.459429,1269.023164,51.58083459,1.27621272,1.290626736,12368.571,1279.183429,4463.145229,4267.08633,84.646,110.5114286,56.78969216,81.30690462,1.388224177,0.847711323,135.97,80.49571429,49.23467136,48.93766441,11.4044,5.691142857,5.69284653,1.222499062,1.29952613,1.398337715,25.478,1.744571429,8.316821354,7.45777051,113.205316,71.51518857,13.74837561,0.82214391,0.823348034,0.670901006,399.97342,57.12766857,149.4448278,137.6769238,3.0,2.357142857,2.701920077,2.226834968,1.494365083,1.390502467,4,0.928571429,1.549193338,1.04246568
9,106.8796778,53.68911538,81.89312335,34.71886496,1.983797339,1.825949747,192.981,14.10665538,68.24475598,54.82314312,746.4,1004.898538,720.0211385,941.259508,2.157776572,1.082416318,764.1,706.4699231,222.8059943,339.4303076,160.4444444,107.9623077,149.2648969,87.19926861,2.141960705,1.759912228,174,30.20307692,48.95601452,68.46691033,6429.492111,3022.318692,2406.493217,62.96657963,1.954296572,1.466206311,11848.571,1370.799769,3853.048703,4139.770092,50.71111111,99.18353846,21.77562248,57.54828505,1.668407094,0.705799127,141.0,76.71753846,51.1723088,58.65966694,8.084666667,4.341461538,5.673353027,1.197713716,2.034410252,1.525997198,13.578,1.994692308,4.030499941,4.934179538,100.3362867,82.98277385,27.181938,1.206250868,1.601491223,0.924794301,399.97342,61.21645692,120.0817624,142.5394372,2.666666667,2.108461538,2.534793814,2.08509841,2.141963332,1.517994888,3,1.074615385,0.942809042,0.377956981
3,99.71816667,63.95941463,85.90541917,59.79697148,0.949023517,0.995085813,127.5485,23.23571963,56.22536486,31.30890496,601.3333333,627.362775,600.3679621,626.4403464,1.096986066,0.750249485,74.9,407.624175,34.51283175,33.51957267,171.6666667,164.66425,169.1217451,163.5620128,1.083868933,0.773897022,72,103.52025,29.39765675,18.85299769,8441.333333,6528.3,7830.482768,6373.543057,1.020604415,0.889643958,7406.0,3315.345,3443.69427,1793.932582,28.0,43.37335,13.34343124,36.12542637,0.735969813,0.47964185,50.6,35.5776,20.72695507,14.44408425,17.96333333,18.673675,14.81251984,16.1612737,0.953047827,0.559160672,19.91,14.2148,8.818428935,7.582554945,27.66666667,29.978,27.44706069,29.89937847,1.090870133,0.737616802,8.0,19.7265,3.399346342,2.032613096,4.0,4.43475,3.914867641,4.336950233,1.077556327,0.667014953,2,3.16275,0.816496581,0.8635638
3,78.35729333,66.45054636,75.58033158,63.7240591,1.065612491,0.948621684,41.96488,24.79258764,19.3980565,19.73058296,657.8,654.048,657.7754734,654.0281058,1.098575053,0.854006361,13.5,353.9826,5.672741841,5.109295059,191.6666667,183.794,191.0628157,183.083973,1.095511204,0.883812623,35,91.422,14.97405163,16.38754295,7063.666667,6411.43,6985.914121,6385.264216,1.087288029,0.900944388,2460.0,3158.94,1077.645685,628.2542997,60.76666667,51.711,57.93181603,50.81395333,1.049841831,0.90021124,45.0,25.8906,19.36635112,10.88871797,23.53333333,22.53,23.41152183,22.48627005,1.093371759,0.862745884,5.8,12.1608,2.423954528,1.443433407,36.0,30.176,33.76715178,29.41233519,1.034213553,0.893352198,31.0,15.27,13.1402689,7.566308479,4.666666667,4.69,4.641588834,4.66581914,1.093374718,0.823685816,1,2.73,0.471404521,0.462493243
4,81.75669875,79.83874501,76.28283317,75.28225804,1.312595878,1.152700639,81.482,28.69568299,32.89036869,29.96558243,741.475,782.5984,723.24614,763.3568751,1.362745785,1.06369058,443.7,362.10504,157.8039983,163.1536785,168.75,158.5136,161.7142868,151.4928773,1.342443743,1.171083447,139,55.7472,51.32920709,50.80774956,6502.75,6164.5616,6126.394078,5913.702381,1.33216904,1.074824365,5390.0,2787.2816,2072.768363,1659.307373,44.3375,42.8068,34.2584661,31.96275903,1.166444656,0.809259774,64.05,30.39168,28.47181446,30.77639832,16.425,18.25184,14.91904295,16.40837888,1.29351873,0.950234332,19.7,10.73008,7.15973987,8.019821483,61.75,55.6536,51.63776065,49.19314562,1.244889386,1.004835669,82.0,27.7336,30.87373479,23.3467601,3.5,3.6216,3.30975092,3.414610563,1.333736027,1.024005063,3,1.9136,1.118033989,1.19800394
5,85.18516,55.93558,65.78606147,36.35403979,1.412754698,1.36854666,134.3606,20.67574308,50.83948707,50.76197175,767.38,997.7630769,721.4596157,928.10849,1.544199863,0.90249439,810.6,701.3907692,290.2071632,349.5280636,166.6,116.5692308,144.244279,90.50578628,1.496486221,1.392159132,205,37.77692308,74.03404622,81.96321299,5746.4858,3173.677154,1241.018986,68.92594708,1.332564076,0.984753645,8958.571,1997.999769,3490.280212,3808.086163,88.57,110.6892308,68.8134171,89.92496273,1.43482831,0.837069031,127.05,75.85769231,47.39670453,47.21039935,9.4044,5.058769231,5.085484394,1.309810325,1.359746855,1.109134851,16.978,2.802769231,5.683935031,5.513362009,104.405316,93.71431231,11.77536678,1.061742818,0.717102843,0.237111554,399.97342,89.21645692,151.1764867,164.4277407,2.2,2.076923077,2.168943542,2.063362233,1.594166699,1.234299634,1,1.061538462,0.4,0.266469355
4,76.004,80.86923784,56.96018908,63.13715693,1.152387203,1.121075133,141.2506,39.47308649,51.50005196,50.51431375,903.15,869.9108108,865.2230803,836.4474479,1.343437518,1.370395075,718.9,95.13513514,267.4475696,250.1929999,137.75,145.027027,118.7562983,127.8071643,1.259804195,1.223970426,185,53.89189189,67.12814238,64.54057449,5375.85725,5811.621703,844.7130838,1417.228209,1.088753437,1.088580028,7899.571,2135.135054,3225.865905,2952.639873,72.675,67.01351351,56.2832824,52.19975144,1.177958052,1.242557113,125.3,22.31081081,45.95641277,43.07979499,12.9305,13.96091892,5.397317389,6.991045768,1.02805661,1.022138637,27.478,7.444486486,9.861388885,9.53808366,35.006645,37.84286649,5.829565541,9.025132466,0.892115721,0.89166895,78.97342,21.3463227,31.46482135,31.0330908,3.25,3.351351351,3.080070288,3.189817334,1.332244922,1.29915418,3,0.972972973,1.089724736,1.070897987
5,91.50808,60.42359512,64.5702746,37.58554802,1.327464648,1.451796937,184.5906,19.07121951,68.00989708,60.04161016,831.2,1005.11626,781.4832078,939.1902431,1.547988788,1.077099648,810.6,624.6447154,295.5415436,338.6928528,162.2,118.9756098,142.3329728,93.51071039,1.50889625,1.532528046,205,27.23577236,67.33617156,79.30146898,5511.0858,3254.715667,988.2823632,78.30617842,1.139379444,1.159499445,13532.571,1456.178642,5026.19189,4421.66716,56.644,95.43252033,17.26127816,49.72929392,0.954578305,0.652626469,141.0,72.86585366,61.47434541,60.59020413,6.4304,4.425089431,3.400959984,1.255169597,1.286589738,1.229830713,12.878,2.016373984,4.627845356,5.011002258,125.265316,84.91605317,12.60082883,1.208010435,0.810628981,0.676653112,399.97342,65.02703626,156.1639483,148.713956,2.0,2.0,2.0,2.0,1.609437912,1.341465001,0,0.861788618,0.0,0.0
5,74.23165,81.46461,60.51522055,68.23793782,1.453747136,1.127352602,121.3276,38.95608571,39.44587456,40.60900305,816.36,739.0462857,771.8910221,703.0127764,1.552506364,1.310419444,810.6,312.2108571,282.3952592,255.6989978,160.0,171.5585714,139.595299,153.2422559,1.501217585,1.186782978,205,71.67714286,69.92281459,67.91672,4816.6858,5474.118429,1074.903488,1778.346091,1.322213067,0.844200871,8958.571,3801.395857,3084.729342,3269.838748,62.09,80.09257143,26.18682439,55.38614435,1.130427572,0.957348976,141.0,50.86542857,57.64474304,52.83930114,8.0144,9.535642857,4.549684585,6.214252292,1.384657053,0.996691736,12.878,5.526642857,4.438214668,4.355821492,111.005316,177.8037971,13.13117315,26.44184704,0.785623847,0.222706668,399.97342,169.7104886,150.6001991,190.9635974,2.2,2.142857143,2.168943542,2.119268045,1.594166699,1.331926449,1,0.84,0.4,0.349927106
4,76.4445625,51.40909474,59.35667247,35.06199877,1.199540745,1.291174106,121.3276,14.3545711,43.82335412,44.22908917,794.0,1002.188099,741.6293489,936.0958907,1.315004308,0.893790652,810.6,656.6857805,311.7434923,342.538266,164.5,114.8469861,139.0005138,89.94551824,1.256700567,1.339447476,205,22.7202473,77.52580216,79.28893664,4235.85725,2966.145074,669.5565878,67.53331403,1.015407123,0.812781517,8958.571,2076.513349,3194.938946,3641.991313,77.2375,109.0146832,53.52796465,86.33948088,1.105182174,0.765239298,127.05,74.03786708,54.83075523,49.50797885,8.1805,5.273622875,4.035568999,1.348096226,1.112098197,1.042391817,12.878,2.918030912,4.948155288,5.651225879,108.756645,96.84578556,7.55238461,1.115366847,0.336261916,0.203137248,399.97342,92.72144782,168.3010468,166.6960906,2.25,2.077279753,2.213363839,2.063660657,1.368922361,1.204247001,1,0.840803709,0.433012702,0.267034815
5,92.26674,56.43130276,64.81266197,35.27580509,1.323286609,1.518445014,188.3839,13.56387938,69.23265515,59.71992645,747.78,982.5394261,702.115184,913.6010813,1.54100619,1.014514258,810.6,631.9613177,293.2861361,351.2606801,159.2,112.8459086,139.7433718,90.12722375,1.507320792,1.58821204,205,12.79489904,67.21130857,73.61713184,5174.2858,3061.850838,962.3642484,70.07106647,1.165065441,1.153777167,11848.571,1427.522169,4506.89548,4208.265909,60.484,97.45170032,29.1775464,59.18962005,1.112638623,0.696400913,138.63,73.8814559,58.434336,58.78927044,6.8124,4.477260361,3.839584976,1.268054705,1.345508467,1.314352016,12.878,1.972367694,4.340205414,4.964173224,132.805316,94.28592006,17.74741317,1.437277071,0.949904122,0.832468365,399.97342,63.74808631,151.1646393,147.4073706,2.2,2.090329437,2.168943542,2.07460882,1.594166699,1.381846249,1,0.831030818,0.4,0.286653152
3,57.96776667,62.68513333,55.65656979,60.79335018,1.058806933,0.941538943,39.8617,26.38361667,16.34254948,14.91914586,706.0,777.875,668.5014569,751.5434291,1.048658426,0.927572253,521.9,322.0833333,216.3478834,180.7703798,167.3333333,148.4166667,157.4669318,141.2814484,1.039379893,1.074771607,140,24.5,57.71385353,48.72791523,4516.333333,5431.416667,3190.622086,4433.286187,0.857576838,0.767973911,7018.0,3138.166667,2873.068781,2476.139686,87.86666667,97.35833333,55.24977526,56.67454058,0.712169308,0.547860625,179.3,74.70833333,77.9667593,84.54620491,7.176666667,8.388333333,5.578827364,6.939683641,0.872612477,0.754081541,11.47,5.361666667,4.848204708,4.694750319,59.84,49.8,16.01560977,10.13163062,0.704082538,0.663658447,99.48,32.7,42.81274577,42.27476789,3.333333333,3.916666667,2.620741394,3.334496074,0.897945725,0.785403584,5,2.333333333,2.054804668,1.891134286
5,88.936744,51.10791026,70.35897547,34.81624276,1.445824393,1.427251682,122.90607,16.79996217,46.48233522,44.20248746,743.42,1005.635988,696.3138494,940.0761468,1.538526557,0.914462142,810.6,701.5517611,296.615154,341.4128801,170.6,113.3445636,148.7373524,89.07210585,1.506997782,1.434184611,205,31.88361409,70.40624972,77.93504062,4617.8858,2979.271726,1043.153792,65.74427473,1.324548305,0.910614941,8958.571,2057.420464,2958.021492,3656.929249,71.69,109.8437979,52.69696748,88.29838721,1.354051962,0.789539934,127.05,76.27488515,50.28149162,48.56245946,7.8044,5.201173047,4.411557372,1.3210955,1.374615052,1.105907079,12.878,2.912710567,4.489231275,5.636882203,89.605316,95.87960603,8.418911599,1.072363383,0.457810242,0.207871027,399.97342,91.86924542,155.3296092,166.2224994,2.4,2.091883614,2.352158045,2.075916577,1.589026915,1.2675289,1,1.035222052,0.489897949,0.288861585
4,88.9444675,57.88591834,66.36159243,36.12268596,1.181795239,0.972952528,122.90607,35.85948434,51.96882779,53.65727925,775.425,1010.836543,718.1529,939.0388195,1.305967036,0.772992616,810.6,743.3796429,323.8118078,354.781381,160.25,104.6608571,136.1260031,84.20517578,1.259243972,1.129856891,205,49.50628571,75.2375405,67.75394862,4654.35725,3000.289143,724.9532109,53.98698198,1.033128801,0.758474373,8958.571,1670.017429,3306.162897,3592.59424,81.8375,112.2281643,60.12317856,101.1326063,1.159686593,0.785937064,127.05,81.21447857,51.43371189,41.61192116,6.9055,3.821842857,3.479474849,1.037333215,1.088575342,0.925061623,12.878,1.760571429,4.599064117,4.64911399,107.756645,60.94161714,7.06248773,0.619008346,0.30814799,0.250052554,399.97342,57.12766857,168.8542438,138.5413156,2.25,2.271857143,2.213363839,2.23306653,1.368922361,1.027904039,1,1.115142857,0.433012702,0.444916663
3,66.95902667,52.8402425,47.48626726,33.53995817,0.877972987,0.858370703,83.9493,28.8345425,38.8743283,40.84024635,811.3666667,877.3,790.1811325,852.1484912,1.07122097,0.881491579,422.1,457.25,194.1759397,208.5010671,151.6666667,131.5,136.0915618,114.5858651,1.008812032,0.980192309,131,50.5,59.95739228,64.54649487,7036.666667,5628.75,5839.300051,4502.162509,0.955581176,0.979553164,8020.0,2083.75,3449.003077,3409.195057,105.4666667,119.725,99.9732307,114.1238869,1.043716429,0.832274546,82.0,68.525,35.78093844,35.93896736,55.93333333,67.05,46.61677207,55.04058104,0.916564873,0.65730819,78.2,48.0,34.89807381,38.05440185,111.0,107.625,101.6667324,97.85624074,1.023977462,0.888492783,86.0,52.625,40.30715404,41.5389501,5.0,4.625,4.932424149,4.575227075,1.085188613,1.023546848,2,1.25,0.816496581,0.695970545
3,31.71501287,31.71501287,31.1997876,31.1997876,1.081742169,1.081742169,13.0964614,4.365487133,5.930674388,5.930674388,650.8666667,650.8666667,644.2478828,644.2478828,1.0881231,1.0881231,208.8,69.6,95.68341317,95.68341317,141.0,141.0,136.4590171,136.4590171,1.064717047,1.064717047,83,27.66666667,37.58545818,37.58545818,2193.333333,2193.333333,2136.406027,2136.406027,1.073708303,1.073708303,1150.0,383.3333333,479.3282336,479.3282336,60.99,60.99,28.44065954,28.44065954,0.648224219,0.648224219,131.23,43.74333333,54.90490749,54.90490749,23.14666667,23.14666667,16.61556531,16.61556531,0.780471403,0.780471403,41.66,13.88666667,19.1499092,19.1499092,195.0,195.0,191.7474979,191.7474979,1.082276184,1.082276184,85.0,28.33333333,34.88074923,34.88074923,3.0,3.0,2.884499141,2.884499141,1.060856947,1.060856947,2,0.666666667,0.816496581,0.816496581
5,72.89433,49.7029964,59.22342104,34.50507529,1.447755744,1.30872079,121.3276,18.15375093,39.83472978,42.22348317,782.44,1006.989867,740.5402853,944.2392456,1.551120038,0.894427563,810.6,698.3568,279.7887389,335.3338917,161.4,112.144,140.9452285,88.83077194,1.503018995,1.346492448,205,37.88266667,69.61781381,76.1125872,5170.2858,3156.090133,1123.5331,71.2361302,1.309543213,0.76084896,8958.571,2364.677867,3414.488945,3797.496201,84.49,112.0896,62.21050924,91.41778016,1.390184291,0.783758852,127.05,75.69733333,51.14219784,46.81718216,9.9844,5.449333333,5.392988709,1.382021945,1.372938072,1.005962614,16.978,3.412533333,5.709957394,5.798476612,105.205316,109.390176,12.42440379,1.262787277,0.738693888,0.179900173,399.97342,105.585824,150.7005031,174.236446,2.2,2.066666667,2.168943542,2.054799318,1.594166699,1.195601594,1,1.061333333,0.4,0.249443826
3,92.43283333,84.74946667,75.78337501,70.87296528,0.898088043,0.813947562,130.623,44.4062,60.86454955,56.53273554,627.7,630.64,626.5623637,629.7160113,1.096825419,0.787008418,82.6,389.5466667,37.25596149,33.48527637,185.0,181.2,184.2994494,180.5157669,1.094756273,0.831161909,37,102.2666667,16.39105447,16.20781704,7975.666667,7923.133333,7156.526349,7368.868257,0.989289389,0.825871472,8803.0,3772.866667,3828.292599,3272.285865,20.9,35.74,8.925998131,18.0074511,0.523315377,0.147235044,50.6,34.33333333,22.27883899,23.2030113,22.33333333,23.24666667,22.15332292,23.18231058,1.090665296,0.794270972,6.8,13.95333333,2.795631513,1.692677038,25.33333333,28.26666667,25.03249109,27.9810107,1.086353021,0.714014363,9.0,19.2,4.027681991,3.872409528,4.333333333,4.666666667,4.30886938,4.641588834,1.092830554,0.74124171,1,3.066666667,0.471404521,0.471404521
5,79.171174,47.61109769,59.99494331,32.88732908,1.389953237,1.518696629,122.90607,11.58153846,50.42495724,43.14306474,738.22,1004.592308,690.3281148,939.7860891,1.53656958,0.946390368,810.6,668.4,299.0319675,340.5549689,167.0,108.6923077,146.1211967,87.30872703,1.508759894,1.558161246,205,18.53846154,68.6352679,70.86865925,4033.4858,2930.461769,843.9453445,63.84196281,1.224750185,0.892505565,8958.571,2066.922846,3207.256758,3738.591363,66.244,109.6938462,34.73567471,80.62928122,1.209740908,0.779141999,138.63,76.43307692,55.57850613,49.263882,7.2324,4.899538462,4.16392152,1.283733442,1.378110416,1.147348273,12.878,2.903538462,4.165161106,5.404594806,126.205316,110.0912354,13.7839016,1.292434411,0.835026704,0.521633418,399.97342,92.29338,155.4696702,167.086335,2.2,2.076923077,2.168943542,2.063362233,1.594166699,1.304511495,1,0.923076923,0.4,0.266469355
4,74.7668405,73.61934268,64.95092001,66.44799635,1.252351191,1.248312423,106.353238,23.12907332,39.33721927,34.54208054,804.75,791.72,777.2554314,770.5122783,1.354248855,1.300560342,508.7,203.14,197.52765,173.504846,155.25,156.36,144.9085503,148.4023764,1.315423652,1.260457489,155,48.68,60.28007548,53.02141454,4733.5,5595.84,4121.488522,5024.707537,1.264339012,1.077018273,6051.0,2894.38,2281.323355,2223.382265,46.1625,40.79,35.17956917,30.65771975,1.158558489,1.186245523,64.05,17.58,29.94635568,29.68825357,12.535,14.4116,6.651310222,9.648939165,1.031412371,0.989841399,27.06,7.1124,9.920114667,8.990802491,36.809,48.23304,11.38139251,23.12305537,0.968065319,0.8291121,78.764,31.56696,30.18876352,29.74527945,3.75,3.6,3.499635512,3.39345819,1.322949511,1.296580885,3,0.9,1.299038106,1.2
5,90.00405,57.46842143,70.89147038,38.54396247,1.44232324,1.306857363,128.2426,26.41040357,47.66369581,48.13811816,741.5,968.1392857,693.8253768,897.2478838,1.537500658,0.968676381,810.6,650.8553571,297.9466462,353.8884619,172.8,123.925,150.3787839,96.36866975,1.506329293,1.358297906,205,49.29642857,71.30049088,83.63798319,4790.6858,3029.785929,1070.960452,88.73945223,1.322755495,0.960581168,8958.571,1919.2855,3065.52553,3533.638953,72.09,102.86125,53.11608165,77.51166919,1.357428929,0.818341013,127.05,70.69821429,50.1110407,52.90896164,7.9644,5.437071429,4.518304455,1.517221235,1.382614228,1.125942363,12.878,2.731071429,4.4468179,5.485253269,90.405316,90.78829,8.882946842,1.338048881,0.483883238,0.255309142,399.97342,85.70099571,154.9428249,161.6567273,2.4,2.082142857,2.352158045,2.067733837,1.589026915,1.295112716,1,0.967857143,0.489897949,0.274582243
5,75.10025,51.31693846,61.29864157,34.97268017,1.456707899,1.352656126,121.3276,20.32273462,39.28890171,44.21687993,750.94,1001.704231,705.7326708,934.8305463,1.542128063,0.916945147,810.6,700.3765385,291.8284743,344.3006821,158.8,114.4346154,138.3951612,89.61890461,1.499364398,1.395142264,205,37.35384615,70.27204281,79.20129876,4569.4858,2917.200231,1034.806385,66.02362101,1.32440301,0.920538844,8958.571,1963.538231,2934.508465,3595.289624,67.87,108.1365385,47.8012552,85.17996759,1.307748646,0.774069692,127.05,76.38,52.49885332,50.14055256,7.6624,5.163653846,4.307310535,1.323846828,1.365378643,1.111109778,12.878,2.807423077,4.545448607,5.584714919,92.805316,92.11815846,9.884321853,1.063598337,0.549028713,0.234393237,399.97342,87.67799538,153.8764877,163.318551,2.4,2.088461538,2.352158045,2.073038173,1.589026915,1.262734481,1,1.042307692,0.489897949,0.283964953
5,85.09708,49.18908571,67.63969127,33.36143117,1.442079854,1.591757412,141.2506,5.297857143,46.27414309,43.54582536,782.32,1028.378571,743.1563211,966.8796868,1.553924258,0.941016959,764.1,707.9,275.0034283,333.6411464,164.6,108.7857143,144.5991885,85.83539946,1.512348447,1.559708842,185,18.57142857,66.02605546,74.01561473,6372.4858,3104.459429,1269.023164,51.58083459,1.27621272,1.290626736,12368.571,1279.183429,4463.145229,4267.08633,84.646,110.5114286,56.78969216,81.30690462,1.388224177,0.847711323,135.97,80.49571429,49.23467136,48.93766441,11.4044,5.691142857,5.69284653,1.222499062,1.29952613,1.398337715,25.478,1.744571429,8.316821354,7.45777051,113.205316,71.51518857,13.74837561,0.82214391,0.823348034,0.670901006,399.97342,57.12766857,149.4448278,137.6769238,3.0,2.357142857,2.701920077,2.226834968,1.494365083,1.390502467,4,0.928571429,1.549193338,1.04246568
